QUEST_LV_0200_20150317_000001	Солдат Филиппа	필리파스 직속 부대원
QUEST_LV_0200_20150714_007644	Даже если вы являетесь носителем откровений, вам лучше не дурачиться.{nl}Коррупция здесь не для вас.	허튼 짓은 하지 않는 게 좋아.{nl}오염이니 뭐니 네가 신경쓸 일이 아니란 말이다.	QUEST_LV_0200_20150414_006682	Even if you are the Revelator, you better not fool around. {nl}The pollution is not something for you to mind.	네가 아무리 계시자라고 해도 허튼 짓은 하지 않는 게 좋아.{nl}오염이니 뭐니 네가 신경쓸 일이 아니란 말이다.	농장 사병 게드슨
QUEST_LV_0200_20150714_007645	Желаю удачи во имя богини.	여신의 이름으로 건승을 빌겠습니다.	QUEST_20150401_001747	I hear the demons that crossed the corruption breach are gathered in Ausros Chapel. {nl}I wish you luck in the name of the goddess. 	전이 틈새를 넘어온 마족들은 아우슈라 예배소에 집결해 있다고 들었습니다.{nl}여신의 이름으로 건승을 빌겠습니다.	여신 바카리네
QUEST_LV_0200_20150714_007646	Во всем этом виноват только я.{nl}С Ключом Вечерней Звезды должны быть сняты три печати,{nl}чтобы я мог восстановить свою силу, чтобы найти Дионис.	이 모든 게 제가 부덕한 탓입니다.{nl}저녁별 열쇠로 세 개의 봉인을 해제해야만이 나의 디오니스를 되찾을 힘을 얻을 수 있습니다.여신 바카리네
QUEST_LV_0200_20150714_007647	Пространственная трещина… Мы не сможем закрыть ее без Диониса.{nl}Пожалуйста, найдите Диониса, пока я не восстановлю свою силу ..	전이의 틈새.. 디오니스가 없으면 닫을 수 없습니다.{nl}제가 힘을 회복할 때 까지 부디 디오니스를..여신 바카리네
QUEST_LV_0200_20150714_007648	Моя миссия - вернуть реликвии, но я больше не могу стоять и смотреть на это.{nl}Сможете ли вы победить монстров, бродящих по Великому собору?	제 임무는 성물회수이지만 이 꼴을 두고 볼 수만은 없습니다.{nl}대성당을 휘젓는 마족들을 박멸해 주실 수 있겠습니까?	QUEST_LV_0200_20150323_003772	My mission is to retrieve the sacred artifacts, but I can't stand and watch this anymore.{nl}Can you defeat the monsters that are roaming around the Great Cathedral?	제 임무는 성물회수이지만 이 꼴을 두고 볼 수만은 없습니다.{nl}계시자께서 대성당을 휘젓는 마족들을 처치해 주실 수 있겠습니까?	사제 프로지트
QUEST_LV_0200_20150714_007649	Если этот Великий собор очистят, вся заслуга будет на вас.{nl}Но нам еще предстоит пройти долгий путь.	이 성당이 전부 정화가 된다면 이게 다 당신의 도움 덕분입니다.{nl}하지만 아직 갈 길은 멀었지요.	QUEST_LV_0200_20150323_003779	If this Great Cathedral gets purified, all credits would go to you.{nl}But, we still have a long way to go.	이 성당이 전부 정화가 된다면 이게 다 계시자님 도움 덕분입니다.{nl}하지만 아직 갈 길은 멀었지요.	사제 프로지트
QUEST_LV_0200_20150714_007650	Я верю, что мои исследования будут полезны в такие тяжелые времена, как сейчас.{nl}Конечно, сначала мы должны найти полезные прогнозы.	지금같은 험난한 시기에 내 연구가 도움이 될 거라고 믿고 있어.{nl}물론 도움이 될 만한 예언을 찾는 게 먼저겠지만.아드리유스
QUEST_LV_0200_20150714_007651	Я уверен, что в нем есть прорывная идея.{nl}Что увидел Оракул…	분명 뭔가 엄청난 것을 담고 있는 게 분명해.{nl}도대체 그 오라클은 무엇을 본 것일까..아드리유스
QUEST_LV_0200_20150714_007652	Мертвые из мертвых… что это может означать.{nl}Ты хоть представляешь?	죽음의 죽음이라.. 도대체 뭘 뜻하는 걸까.{nl}혹시 짚히는 거 없나?아드리유스
QUEST_LV_0200_20150714_007653	Аманда	아만다
QUEST_LV_0200_20150714_007654	Посмотрим	어디 보자도굴꾼 아만다
QUEST_LV_0200_20150714_007655	День за днем	나날이
QUEST_LV_0200_20150714_007656	Монстры разрушили пасеку и пивоварню.{nl}Иосиф отправился в Клайпеду искать авторов Откровения, которые могли бы нам помочь.{nl}	양봉이고 술이고 간에 몬스터들때문에 다 망쳐버렸지.{nl}그래서 요제프씨가 클라페다로 가서 도와줄 계시자들을 찾았었어.{nl}	QUEST_LV_0200_20150317_000992	The monsters ruined the beefarm and brewery. {nl}So Joseph went to Klaipeda to look for Revelator who could help us. {nl}{NP}I thought the problem would be solved but guess what happened. {nl}They started disappearing one by one. They backed out. Those cowards.	양봉이고 술이고 간에 몬스터들때문에 다 망쳐버렸지.{nl}그래서 요제프씨가 클라페다로 가서 도와줄 계시자들을 찾았었어.{nl}{NP}그렇게 잘 되나 싶었더니만 이게 왠걸.{nl}어느샌가 하나 둘씩 사라져 버리더군. 내뺀게 분명하지. 겁쟁이들 같으니.	양조업자 도르젠
QUEST_LV_0200_20150714_007657	Я думал, они бы решили проблему, но угадайте, что случилось.{nl}Они начали исчезать один за другим. Они отступили. Эти трусы.	그렇게 잘 되나 싶었더니만 이게 왠걸.{nl}어느샌가 하나 둘씩 사라져 버리더군. 내뺀게 분명하지. 겁쟁이들 같으니.양조업자 도르젠
QUEST_LV_0200_20150714_007658	Если вы думаете, что готовы, я покажу вам истинное происхождение проклятия.{nl}Если вы не можете устранить его сразу, это вызовет большие проблемы.	준비되시면 저주의 실체를 보여드릴게요.{nl}한 번에 없애지 못하면 더욱 골치 아파질 거예요.	QUEST_LV_0200_20150323_003910	If you think you are ready, I will show you the true nature of the curse.{nl}If you can't eliminate it at once, it will make a bigger trouble.	계시자님께서 준비되셨다고 하시면 저주의 실체를 보여드릴게요.{nl}한 번에 없애지 못하면 더욱 골치 아파질 거예요.	사제 로아나
QUEST_LV_0200_20150714_007659	Но способ все же есть.{nl}Если бы вы могли мне помочь.	하지만 방법이 전혀 없는 건 아니에요.{nl}당신의 도움만 있다면 말이지요.	QUEST_LV_0200_20150323_003922	But, there is still a way.{nl}If you could help me.	하지만 방법이 전혀 없는 건 아니에요.{nl}계시자님께서 절 도와주신다면 말이지요.	사제 다람
QUEST_LV_0200_20150714_007660	Если ты не против, можешь проверить действие реагента?{nl}Ах, я не имел в виду попробовать его на себе. Я имел в виду испытать это на демонах.	괜찮으시다면 약효를 확인해 주실 수 있을까요?{nl}아아. 물론 직접 드시라는건 아닙니다. 마족에게 사용해 보시라는 거지요.	QUEST_LV_0200_20150323_003930	If you are okay, can you check the effects of the medicine?{nl}Ah, I don't mean to try it yourself. I am telling you to try on the demons.	괜찮으시다면 계시자님께서 약효를 확인해 주실 수 있을까요?{nl}아아. 물론 직접 드시라는건 아닙니다. 마족에게 사용해 보시라는 거지요.	사제 다람
